Date,mean_TW
12/20/2012,4.574188194
12/21/2012,4.504802083
12/22/2012,4.436704861
12/23/2012,4.371676042
12/24/2012,4.350844792
12/25/2012,4.297559722
12/26/2012,4.238564236
12/27/2012,4.211619444
12/28/2012,4.145673958
12/29/2012,4.141754861
12/30/2012,4.062613889
12/31/2012,4.022433333
1/1/2013,3.938972917
1/2/2013,3.881054861
1/3/2013,3.797119097
1/4/2013,3.751666319
1/5/2013,3.717534028
1/6/2013,3.717645139
1/7/2013,3.704639583
1/8/2013,3.667025
1/9/2013,3.610597569
1/10/2013,3.582003125
1/11/2013,3.482125
1/12/2013,3.270097222
1/13/2013,2.954278819
1/14/2013,2.691886806
1/15/2013,2.548096875
1/16/2013,2.585727778
1/17/2013,2.504814931
1/18/2013,2.435451736
1/19/2013,2.367546528
1/20/2013,2.299323958
1/21/2013,2.308759722
1/22/2013,2.159735764
1/23/2013,2.262738194
1/24/2013,2.371221181
1/25/2013,2.457471181
1/26/2013,2.526130556
1/27/2013,2.606257639
1/28/2013,2.606339931
1/29/2013,2.569671528
1/30/2013,2.60813125
1/31/2013,2.649832986
2/1/2013,2.692071528
2/2/2013,2.699590278
2/3/2013,2.720975
2/4/2013,2.759295833
2/5/2013,2.808494097
2/6/2013,2.899313542
2/7/2013,2.948689583
2/8/2013,2.904290972
2/9/2013,2.9137625
2/10/2013,2.908675694
2/11/2013,2.961291319
2/12/2013,3.001413542
2/13/2013,3.038207986
2/14/2013,3.063214931
2/15/2013,3.085062153
2/16/2013,3.154784028
2/17/2013,3.165023264
2/18/2013,3.183973264
2/19/2013,3.205804514
2/20/2013,3.190072569
2/21/2013,3.172001389
2/22/2013,3.167194792
2/23/2013,3.162041667
2/24/2013,3.225522569
2/25/2013,3.162404861
2/26/2013,3.169605556
2/27/2013,3.087140972
2/28/2013,3.150638889
3/1/2013,3.173790278
3/2/2013,3.003576736
3/3/2013,2.685905903
3/4/2013,2.865226389
3/5/2013,2.926980208
3/6/2013,2.975934375
3/7/2013,3.050119097
3/8/2013,3.090020833
3/9/2013,3.137595139
3/10/2013,3.165382292
3/11/2013,3.210952778
3/12/2013,3.248652431
3/13/2013,3.342668403
3/14/2013,3.381433681
3/15/2013,3.429409722
3/16/2013,3.460726736
3/17/2013,3.491978125
3/18/2013,3.597650694
3/19/2013,3.583185764
3/20/2013,3.644220139
3/21/2013,3.677317361
3/22/2013,3.661209028
